,title,overview,genre_ids,id
248,Lead Me Home,Four persecutors. Four victims. Appearances can be deceiving. Monsters are not as dangerous as the people behind them.,"[53, 18]",507278
249,The Feast,"A wealthy family gathers for a sumptuous dinner at their ostentatious home in the Welsh mountains, hosting a local businessman and farmer who hope to broker a business deal to mine in the surrounding countryside. When a mysterious young woman arrives to be their waitress for the evening, the family’s beliefs and values are challenged as her quiet yet disturbing presence begins to unravel their lives.","[27, 53]",795615
250,Empire V,Chronicles how loader Roman Shtorkin becomes a vampire and receives the title of Rama II.,"[18, 53, 878, 14]",513505
251,Marighella,"Afro-Brazilian poet and politician, the legendary Carlos Marighella. Driven to fight against the erosion of civil and human rights following the CIA-backed military coup of 1964 and the brutal, racist right-wing dictatorship that followed, the revolutionary leaves behind his wife and son to take up arms, becoming a notorious enemy to the power structure.","[80, 18, 36]",500458
252,Dear Comrades!,"When the communist government raises food prices in 1962, the rebellious workers from the small industrial town of Novocherkassk go on strike. The massacre which then ensues is seen through the eyes of a devout party activist.","[18, 36]",587609
253,Dia De Los Muertos,"On Parents’ Saturday, the ancestors’ memorial day, a mother and her son travel in an old Sedan. They have far to go: in a day they have to visit five cemeteries, scattered across the region. From the very beginning nothing goes according to plan.","[18, 35]",772766
254,Spiritwalker,"A man loses his memory and wakes up in a new body every 12 hours, each time forced to discover who he is anew. This condition begins when he wakes up in the middle of a car crash, in the body of someone he doesn't recognize, without any knowledge of who he is. He begins to realize that his spirit is stuck to a different body and moves every 12 hours. In his desperate search to find himself, he comes across a woman who claims to recognize him. As he bores deeper into the mystery, he comes across a secretive organization that appears to be chasing him. Before it’s too late, he must find a way back into his own body.","[9648, 28]",602295
255,Moon Girl Moon!,A young girl is searching for paradise in an endless universe. Her journey ends as the Moon reveals a fragment of the truth. Her belief in the paradise merges with the promise of time and tells the story on the edge of reality. The analogy between pain and hope is visualized by using archived film material and typographic art.,"[878, 18]",525292
256,The Accusation,"The Farels are a power couple: Jean is a prominent French pundit and his wife Claire an essayist known for her radical feminism. Together they have a model son, Alexandre, who is a student at a prestigious American university. During a brief visit to Paris, Alexandre meets Mila, the daughter of his mother’s new partner, and invites her to a party. The next day, Mila files a complaint against Alexandre for rape, destroying family harmony and setting in motion an inextricable media-judicial machine that posits opposing truths.",[18],756603
257,I Like Tomorrow,"Three women, one person. An astronaut drifting in the cosmic void argues with her “I” – the one from the past and from the future. Will there be room for all three materialized personalities on board a small ship? A comedic, feminist psychoanalysis in the science fiction convention with elements of musical and animation.",[],887758
258,Hear Me Out,"Antoine, a history teacher in his early 50s, learns that he has become very hard of hearing. Unable to own up to his handicap, he resigns himself to living in his bubble, even though his entourage finds his behavior increasingly odd. His encounter with Claire, widow and mother of a young girl who has stopped speaking, will lead him to open up to the world. ","[35, 10749]",809733
259,Partir?,"After several years of exile in Europe, Stéphane, Léo, Cheikh and Boye Gaye emerge from their silence. From disillusionment to disillusionment, they ended up returning to their country of origin (Senegal, Cameroon). Their return is perceived by their loved ones as a failure.",[99],710676
260,Achena Uttam,Upcoming Bengali Movie Based on Bengali Megastar Uttam Kumar,[],809195
261,Villa Caprice,"Famous lawyer, Luc Germon adds Gilles Fontaine, one of the most powerful bosses in France, to his clients. He is suspected of having acquired a magnificent property, Villa Caprice, under questionable conditions.","[53, 18]",745589
262,Viaje a alguna parte,,[],853423
263,The Sun Stands Still,"Kazuhiko Takano  and Ryoichi Taoka are industrial spies for the secretive organization ""AN Tsuushin."" They are are in a struggle over information on state of the art solar energy development that many other countries are seeking.  A conspiracy exits behind the technology which can shake the political and economic world in Japan. Kazuhiko Takano faces Korean spy Kim, a mysterious woman Ayako and powerful men from various countries.","[53, 28]",664286
264,Furia,,[99],861842
265,Přání Ježíškovi,,"[10749, 35]",766082
266,Even Mice Belong in Heaven,"A film about two mortal enemies - a little mouse Whizzy and Whitebelly the fox, who after an unfortunate accident, meet in animal heaven. They lose their natural instincts and become best friends. Their wish to stay together after they return to earth comes true, but they are reborn into opposite roles. Thanks to the power of friendship they can even overcome what seems to be impossible.","[12, 16, 10751]",588890
267,Windstill,,[18],777951
268,Pražský výběr – Symphony Bizarre,,[10402],857253
269,Romance Without Love,"Woo Ri is a 33-year-old single man. He is a rookie reporter and he writes a sex column, although he wants to become a novelist. Woo Ri hates being lonely, but he is not very good with romantic relationships. Ja Young is a 29-year-old single woman. She has a daring personality. Ja Young strives to become a mature 30-year-old woman, but she has experienced failures and is mired in debt. Her boyfriend dumps her after dating for only a month. Ja Young declares that she will not date anymore. Woo Ri and Ja Young meet through a dating app.","[10749, 35]",736545
270,Bunty Aur Babli 2,"Bunty and Babli are forced out of retirement after a spate of robberies with their trademark sigil start appearing across India but have to come back as a new pair of con emerges, doing robberies in their name.","[35, 80]",666390
271,"Michael Cimino, God Bless America","A road-movie narrated by Michael Cimino (recorded by the documentary's director during their journey together across the United States), and with the exceptional participation of Quentin Tarantino and Oliver Stone. From Thunderbolt and Lightfoot to Year of the Dragon, not to mention The Deer Hunter and Heaven's Gate, discover a unique portrait of an uncompromising director.","[99, 10770]",833916
272,"Joào de Deus, ombre et lumière",,[99],886462
273,Perinbaba a dva svety,"Lukáš, Alžbetka's son, takes off into the world looking for happiness and love. His godmother, the celestial Lady Winter, keeps an eye on him. He arrives late in the fairy-tale land that she leads him to. Fear reigns where once cakes grew on trees. The miraculous ram has disappeared and the royal town is cursed. Lukáš has to decide what is closer to his heart: a fortune or love?","[10751, 14]",642725
274,Perempuan Bergaun Merah,Plot unknown.,[27],733057
275,IJswee,"IJswee is a documentary film about an ice club, a village and the warm winters. In the film we follow Oringers, the inhabitants of Odoorn, through the winter. The Oringers all experience IJswee in their own way. You will also see the Icecounter (Rafael van der Ziel), who builds ice sculptures and drinks frozen milk. You see the Drenthe countryside changing with the weather. You see animations, archive material and you hear the mysterious sounds of IJswee in the music of Wietse de Haan. And there are two trumpet players, who welcome winter with their music and say goodbye to it.",[99],835517
276,Moneyboys,"Fei works as a ""moneyboy"" – which earns him a lot of money, since prostitution is illegal in China. It gives him a way to support his family financially. The experienced moneyboy Xiaolai takes Fei under his wing.",[18],676819
277,Kim Jong-boon of Wangshimni,"The life of Kim Jong-boon, who has been a peddler in Wangshimni for 50 years, is admirable. At the age of 83, she no longer has to earn a living at her street stall, but she keeps working because she still has customers.",[99],877443
278,Pitbull,"Told across a number of years, part of the ever waging war between the police and the criminal empires spanning Eastern Europe, we follow one young man's life, his childhood and adolescence and ultimately his descent into the criminal underworld. His path soon crosses with a policeman who will stop at nothing to catch him.","[28, 80, 18]",857700
279,Budiž voda,,[99],837762
280,Kaizoku Sentai: Ten Gokaiger,Kaizoku Sentai: Ten Gokaiger is a Japanese superhero film that serves as the 10th anniversary commemoration of Kaizoku Sentai Gokaiger's final episode.,"[28, 878]",844041
281,Gad,"The 50-year long story of how Josh Gad, with the help of his agent Ace Anderson, ruled Hollywood for an entire decade. ""Gad"" follows Gad as he weaves through film sets and movie premieres, and struggles to balance his personal life with his professional.",[18],889413
282,Go to Kill,"After her husband falls into a vegetative state, a woman does everything in her power to make ends meet - even if that means cutting chickens' heads or becoming a hit woman.","[35, 18]",889110
283,Blasé L.A.,"BLASÉ L.A. is about an ambitious teenager that moves to Los Angeles to complete his last year of high school and reconnect with his estranged father. While there, he creates a new identity for himself in order to run with the popular clique at the school. The film is a time capsule of the selfie-obsessed millennial cultured world of Los Angeles.","[18, 80, 10751, 28]",768312
284,Anita,"This long-awaited biopic provides a vivid account of the remarkable life of Anita Mui in and behind the limelight, chronicling her journey from a child performer to becoming one of world's most recognized music icons.",[10749],848788
285,Foxglove,"A young woman travels home to reconcile with her past, the memory of her mother, and her dying father.",[18],891089
286,A World For Julius,"Julius is an upper-class boy in Lima in the 1940s. He lives in a palace with his aristocratic family and extensive servants. As the years go by, Julius will gradually lose his innocence, discovering and never understanding an adult world full of inequalities and injustices.",[18],877669
287,Perhaps Love,"Hyun, a best-selling writer, has found himself in a slump for a long time. In the meantime, he accidentally meets Yu-jin, an aspiring young writer.","[35, 10749]",599331
288,"Help, I Shrunk My Friends","Melanie is a new pupil at the Otto Leonhard High School, and Felix takes a real shine to this newbie, much to the annoyance of Ella and Felix’s gang. They believe that Melanie is responsible for a number of small thefts that have been happening at the school since she arrived. Events take a drastic turn when the class goes on a school trip. When Felix’s friends almost mess up his date with Melanie, he shrinks them spontaneously to a tenth of their size. Just for a short time, he thinks to himself. But once Melanie has left, the magic ball to restoring his friends to their proper size has also disappeared. Is Melanie behind the thefts after all? In the process, Felix not only has to shrink himself, he also must confess his love to Melanie and admit his mistakes to his friends.","[10751, 35, 12]",751503
289,Dark World,"The Third World War happened and ended with the collapse of the world’s economic system. Humans live without any rules. Rich people are gods. Poor people become slaves and toys of upper class people. Three girls, Run, Fear and Irene join the game as toys of the rich for different reasons, and the loser must die.",[53],840523
290,Raja Vikramarka,"Raja Vikramarka is a newly recruit N.I.A. Officer who is getting accustomed with the nuances of his new job, has to handle his first major case due to ironic circumstances, during the course of which his life takes a drastic turn in all aspects.","[28, 53]",842992
291,L'arracheuse de temps,"In 1988, in Saint-Élie-de-Caxton, an eleven years old boy is worried for his grandmother's life. Worn out by illness, the old storyteller tries to convince her grandson that the Death no longer exists. Her story will bring back to life the extraordinary people from the village in 1927 who, by using rocambolesque tricks, will eliminate the Death that threatens them. From now on, death will coincide with the birth of legends.",[14],767553
292,Losmen Bu Broto,"The Bu Broto Inn in Yogya is managed by Pak Broto and Bu Broto and their children; Pur, Sri, and Tarjo. This successful and warm-looking lodging hides problems and conflicts. Pur, the eldest, could not escape the shadow of the sorrowful death of her future husband. Sri, dreams of becoming a band singer, which is currently hindered by the responsibilities given by Bu Broto at the Inn. Meanwhile, Tarjo is very difficult to find his college motivation. All these pent-up conflicts exploded during the scandal. Broto Family members should be able to solve this problem together according to their Inn motto: Family is Home.",[18],757902
293,Private Desert,"40-year-old Daniel has been suspended from active police work and is under internal investigation for violence. When Sara, his internet love affair, stops answering his texts he decides to drive north in search of her, starting on what is apparently a fool's errand. He shows Sara's picture around, but nobody seems to recognize the woman. Until eventually one guy pops up, saying he can put the two in touch under very specific conditions.",[18],856321
294,Wars,"When Emma turns twenty, she decides to join the army. Not only does she want to follow in her father’s footsteps, but she also yearns to rid herself of an oppressive sense of existential emptiness. Although the army’s harsh discipline helps her break free, she slowly discovers that she cannot suppress all her emotions in this male society.",[18],845961
295,악인은 너무 많다 2: 제주 실종사건의 전말,,[53],889512
296,There in Spirit,"People wearing masks covering their nose and mouth sit at the table. Their clothes, however, suggest the nineteenth century in the American countryside, and not a time of pandemic chaos. Everyday work is suddenly interrupted by the arrival of an inquisitive spirit. Stop-motion animation with actors.",[],887754
297,Love Longing Loss: At Home with Charles Lloyd During Isolation,"At the end of 2019, Charles Lloyd, one of the icons of contemporary jazz, gave a warmly received concert at the Pierre Boulez Saal concert hall in Berlin. The next two performances were scheduled for December 2020, but the pandemic forced the artist to change his plans. Neither the musician nor the organizers, however, wanted to leave jazz fans empty-handed.",[],887764
298,Will I Be Single Forever?,"Mami Honda is 36-years-old and single. 10 years ago, she published an essay that became a big hit. She has since become a famous writer. She writes about the value of happiness in the lives of women. Her most recent published books have not been successful. Nevertheless, Mami Honda is still comfortable with her life. She is dating a younger man. People around her worry about her still being single.",[],873670
299,Natural Light,"World War II, occupied Soviet Union. István Semetka is a simple Hungarian farmer who serves as a Sub-Lieutenant in a special unit scouting for partisan groups. On their way to a remote village, his company falls under enemy fire. As the commander is killed, Semetka has to overcome his fears and take command of the unit as he is dragged into a chaos that he cannot control.","[10752, 18]",669661
300,Boy of War,"'Why are you here? Are you mentally sick? Do you want to kill people?"" the Ukrainian military commander asks the 18 year old recruit Artiom.","[99, 18, 10752]",588146
301,If a Tree Falls in a Forest,"Set in the landscapes of Los Angeles, this hybrid documentary seeks to explore harmful cyclical occurrences that exploit natural resources and bring us closer to extinction. Following the discovery of a mysterious metal structure in the desert, this film documents the encased objects found within the structure. This film is made up of speculative recreations of the study conducted, analysis of the found objects, and surrounding landscapes.","[99, 14]",817731
302,Take Me,A queer ode to sweaty basements down Kingsland Road during lockdown.,[],892127
303,Song Hae 1927,"Song Hae 1927 is a documentary about the character all Koreans know. Song Hae is the oldest active celebrity at 94 and the longest-running host of the ‘National Singing Contest.’ He has been a singer, comedian, actor, and radio DJ, but never a star. Song Hae 1927 shows a backstage face we’ve never seen. His closed eyes and serious look seem like a good place to hide sadness and pain. Song Hae is a man of few words. To the death of his wife, he only said, ‘I wish I had had a chance to say goodbye to him.’",[99],744263
304,Peaceful,A son in denial of a serious illness. A mother facing the unbearable. And between them a doctor fighting to do his job and bring them to acceptance. The three of them have one year and four seasons to come together and understand what it means to die while living.,[18],654323
305,The Shuroo Process,"A young New York City journalist, frustrated with the pressures of a failing publishing world and a less-than-promising romantic life, is sent on a journey of self-improvement with catastrophic consequences.","[35, 18]",879561
306,The Mole Song: FINAL,"Reiji, goes on a mission to stop a drug shipment with a $5.4 billion street value, with much of the action unfolding on a luxury cruise ship. Details about the story are sparse, but in the trailer just posted on YouTube the hero is shown stripped nearly naked and tied to a moving car like a hood ornament – a motif in previous franchise elements.","[35, 28, 80]",845611
307,Pigeon's Milk,"16-year-old Andrian lives in Transnistria. At school he has problems with his peers, and at home with his parents. Andrian, who used to sing in the church choir, secretly dreams of ditching everything and going away with a friend to Italy, which he sees as a symbol of freedom from the present hopelessness. But there comes the Holy Week which will forever change his life.",[18],633520
308,Kadet 1947,"When the Dutch initiates an aggression against Indonesia to regain its rule post World War II, a group of inexperienced cadets need to defend the last remaining airbase so they may have a chance to help the Republic win the revolutionary war and to protect what they have come to care for.","[18, 36, 10752]",758379
309,Autumn Girl,,[18],859468
310,Flashlights,"Robert, a young actor living a life of lost relationships. A day on a film set, his obsessive roommate Basia follows him to make him see her breakdown. Quietly he watches as they're taking her away.",[],877800
311,Wheel of Fortune and Fantasy,"An unexpected love triangle, a failed seduction trap, and an encounter that results from a misunderstanding are the three episodes, told in three movements to depict three female characters and trace the trajectories between their choices and regrets.","[18, 10749]",795811
312,Le Quatuor à cornes : là-haut sur la montagne,"After their journey that led them to the sea, our four cows, Clarisse, Marguerite, Aglaé and Rosine, are now on their way to the mountains. JB, the eco-pastoral guide, invited them to join him on a trip to discover the snow-capped peaks.","[16, 35]",710686
313,Residue,"A young filmmaker returns home after many years away, to write a script about his childhood, only to find his neighborhood unrecognizable and his childhood friends scattered to the wind.",[18],666271
314,Finally Free,Franco struggles to be happy with his life.,[18],883411
315,Lunana: A Yak in the Classroom,A teacher struggling for inspiration travels to the most remote school in the world. It takes being so far away to understand the importance of his work... and to appreciate the value of yak dung!,[18],627087
316,Death Valley,"Mercenaries with nothing to lose are hired to rescue a bioengineer imprisoned in a cold war bunker. Upon entering the ominous facility, they find themselves in a fight for their lives when they come under attack from an unknown and deadly creature.","[28, 27]",892113
317,FLOCK,"At a spring party, a conflict between their children forces two sisters into an old rivalry. As distrust, jealousy and guilt take hold of Eva and Kristien, both their ugliest and most human traits are revealed.",[18],885191
318,Ida Lupino: Gentlemen & Miss Lupino,"A documentary about the pioneer of independent American cinema and television by sisters Julia and Clara Kuperberg, who specialize in documentaries on American film history. We follow Ida Lupino's journey from being a teenage Hollywood star, through social realism cinema, to her appearances in popular television series.",[],887749
319,Triumph,"A bright and determined teen who has mild cerebral palsy strives to be a wrestler on his high school's team and to win over the heart of a classmate, the girl of his dreams.",[18],809910
320,Nine Sevilles,"""Nueve Sevillas"" is a heterodox psycho-geographical profile of the new flamenco in Seville. Nine characters coexist with the great flamenco artists of today.","[99, 10402]",762671
321,Manohar Pandey,Upcoming Hindi Movie by Kaushik Ganguly,[],798464
322,Arrow Board Game,"Turn right, go straight, turn left. A collage of photos of road signs, immortalized on Polaroid in the United States in the early 1990s. A game of ludo with photos and an example of unpretentious visual archeology. Where did the arrows lead? Could these places still exist?",[],887753
323,Detours,"A sprawling meditation on the choreography of bodies in Moscow's urban landscape, Detours depicts a new way of dealing illicit drugs via the Darknet, the layering of the physical and the virtual realities, as well as a poetics, and politics, of space. Taking place in sleepy neighbourhoods, among the concrete walls of high-rises, behind garages and amidst abandoned railroads, the film alternately follows and loses track of Denis, the treasureman who hides stashes of drugs all over the city.",[18],822175
324,Hold Me Back,"Mitsuko Kuroda is 31-years-old and single. She enjoys her life as a single woman. A big reason why she enjoys her single life is that she has counsellor ""A"" in her mind, which is her other self. Whenever she does not know what do, ""A"" gives her the right answers. She believes her happy and peaceful single life with ""A"" will continue, but she falls in love with Tada-kun (Kento Hayashi). He is a salesperson and younger than her. --asianwiki","[35, 10749]",726620
325,Three Days to Kill,"The protagonist tries to fight financial problems, in this he is helped by his best friend. They decide to get rid of the debt and get rid of the person at the same time.",[],878323
326,Terrorizers,"The film is set in a pre-Covid Taipei, where a group of disenchanted souls are lost in a parallel virtual world.",[18],796155
327,Shark,His first girlfriend was hit by a car. His second girlfriend fell off a cliff. His wife has come prepared.,"[35, 27]",865355
328,Railway Heroes,Coming Soon,[],889227
329,Murder Party,"Follows Jeanne, a brilliant architect that suddenly has to investigate the murder of the landlord and patriarch of the mansion she was assigned to renovate.","[35, 80]",862734
330,The Youngest Evangelist,"Based on a True Story, we journey back to 1980 to see John King, a 10yr old African American boy, see his mother experience the Joy of Salvation, after witnessing her endure domestic violence, to then desire and experience Salvation deeply for himself. He then begins a hard journey and increases in his love for God, which results in him answering the call to Evangelism. See him in his everyday life, at home, school, church, and play, as he learns the importance of being obedient and respecting his parents, teachers, and elders by facing the consequences of his actions. The underline story is a true return to core parenting by introducing our youth to the Lord at a young age. Other short cross sub-stories involve using wisdom dealing with a dreaded disease, the lack of respect for our public school educators, and the irreplaceable benefits of continuing to offer music/band programs in schools.","[18, 10751, 10402]",850962
331,Promises,"When Alexander and Laura meet during a party what they feel for each other is obvious, but she’s about to get married and Alexander shares a daughter with his beautiful wife. Thanks in part to the support of his lifelong friends, Alexander's childhood memories constantly resurface, leading him to reflect on what was, what will be, and what could have been.",[18],821683
332,Cousins,"A meditation on the false promise of present day anti racist initiatives. How can two ""Night skaters"" be seen if no one puts them on camera?","[99, 16]",774271
333,Spaceship,"When a Latina transwoman in East LA is on the verge of losing her daughter to child services, she begins to unravel as she is forced to confront her buried traumas and fears.",[],891086
334,100,Upcoming Kannada Crime Thriller starring Ramesh Aravind in the lead,"[80, 53, 18]",690907
335,Dance,"Wishing to restore a broken bond with his son, a father throws himself into Vilnius nightlife.",[],891149
336,Plush Boom!,"An extra-class thief Max steals a unique ruby, which is going to be taken out of the country. To do this, he hides a jewel inside a teddy bear named Boom, a popular children's toy. But everything does not go according to plan, when the bear accidentally enters the toy store, and the ruby turns out to be magical and revives all its inhabitants. Max has to find Boom and return the ruby. The hunt begins!",[16],819799
337,Maanaadu,,"[53, 35, 28, 878, 12]",535156
338,Back to Sölöz,"Turkey, a village, today. A French filmmaker of Armenian origin returns to his roots.  Four times in three decades, the director and actor Serge Avédikian returned to Sölöz, his grandparents' village located 170 km south of Istanbul. Throughout his successive returns from 1987 to 2019, he has drawn from this experience a powerful film on the themes of identity, historical truth and reconciliation.",[99],883832
339,The Venus Effect,"A romantic comedy about Liv, who is at the beginning of her 20s. She is very close to her parents and working in the family greengrocer business when, against all expectation, she falls in love with a spirited and somewhat older rainbow girl, Andrea. Andrea claims to be suffering from stress. But in reality, she is heartbroken and has sought refuge at her uncle’s apple plantation. Liv’s encounter with Andrea becomes the catalyst for a divorce, the loss of a friendship and an identity crisis that ultimately shatters their love. But in a rebellion against her parents, Liv realises that love is mutable and that a family may assume many forms.","[35, 10749]",869166
340,The Both of Me,"Chuck Nelson was a 3rd-generation, underground, West Virginia coal miner for nearly 25 years. We meet him in the twilight of his life, ill with black lung disease, having just lost his wife, as he reflects on the industry that helped to build and destroy everything he's ever known.",[99],891055
341,La Montagna di Ilio,,[99],887523
342,Eros Thanatos,"Florencia (30) is a single woman obsessed with Gustav (45), a married man of whom she was a lover. Disgusted, after he ends his relationship with her, Florencia does her best to forget Gustav by immersing herself in bars and alcohol. However, she does not realize that in this journey of self-destruction, she is attracting the attention of another man, Martin (35) who carries a dark and deadly secret.","[27, 53]",879986
343,Syndrome,"While St. Petersburg is shocked by a series of strange suicides, Yegor prepares to move to Moscow to forget the past and start a new life. His plans change when he meets Karina - the girl is sure that all the victims did not commit suicide of their own free will. Together, the young people will try to stop the deaths behind the creepy Man in White.",[53],863924
344,Dehors Serge Dehors,"Suffering from a deep depression, actor Serge Thériault has isolated himself for seven years. With sensitivity and respect, the filmmakers focus their camera on Thériault’s wife Anna, his daughter, and a neighbour couple. The friendship inspires touching, beneficial solidarity, as well as a coordinated and patient attempt to help the popular actor emerge from his isolation and embark on a sustainable healing process.",[99],889403
345,Resources,"Co-directors Hubert Caron-Guay and Serge-Olivier Rondeau follow migrant workers through the steps in the hiring process of a community-based employment assistance organization. The filmmakers highlight the migrants’ difficult path by capturing conversations between the future employees and the recruiters. Through images shot on a body camera and a minimalist observational approach, the film exposes harsh and poignant realities. It draws parallels between the changing of the seasons and the cycle of the cattle industry that begins with animals being raised and cared for at a ranch and ends with them being sent to the abattoir grimly looming in the background. Ressources is a sobering and thought-provoking work that gives a voice to those who are at the heart of the food system that sustains this country.",[99],891443
346,Madagascar,"When an unmarried and childless funeral director searches for relatives of a man who died in solitude, she becomes aware of her own longing.",[],891140
347,Panchathantram,A magical tale of the modern world.,"[35, 18, 10751]",891354
348,Santet: Ilmu Pelebur Nyawa,Plot unknown.,[27],668200
349,Suprêmes,,"[10402, 18]",807867
350,Ellam Sheriyakum,,[18],865826
351,Speak No Evil,A Danish family visits a Dutch family they met on a holiday. What was supposed to be an idyllic weekend slowly starts unraveling as the Danes try to stay polite in the face of unpleasantness.,[],833339
352,Hermanoteu na Terra de Godah: O Filme,,[],806354
353,The Crusade,"Abel, Marianne and their 13-year-old son Joseph live together in Paris. Their everyday existence is thrown into turmoil when Abel and Marianne discover that Joseph has secretly sold valuables from the family home to finance a mysterious ecological project he and his friends have in Africa. They’re about to save the planet.",[35],842239
354,Garuda Gamana Vrishabha Vahana,,"[80, 18, 53]",678466
355,In Between,"A young medic decides to escape the devastating horrors of war and wanders off into the endless snowy wilderness. Unexpectedly, he crosses paths with a family who has set a table in the cold fields.",[],891100
356,Coins,"A neurotic waitress with a phobia of coins struggles with visions of the microscopic world of dirt and germs. As she fights to control her darkest fears, reality falls apart piece by piece.",[],891081
357,Bamse and the Thunderbell,"Bamse's friends go on a quest to find the Thunderbell, the ingredient that makes Bamse strong. Meanwhile, the sly Reinard pretends to be a good guy to supplant Bamse as the hero of the town and win the affections of Mickelina.","[16, 10751]",527766
358,Elles dansent,,[99],883827
359,Far From You I Grew,"For a long time, Nicolas has been getting by on his own. He is now 13 years old, loves the story of Ulysses and Jack London's books, and lives in a foster home in the Bruche valley with his friend Saef, who travelled from far away across the sea. Together they go into the woods to listen to their music and talk about girls or mopeds. Or to run away. From time to time, Nicolas sees his mother for a christening, a trip to the fairground, or a soda. Soon, he will have to find his place.",[99],718093
360,Survive,"After years of a physically disintegrating daily routine on the streets of Kassel, the 27-year-old Leon finally wants to beat his heroin addiction. Following a failed robbery, he hopes to find his way back to life in a therapy facility.",[99],891073
361,Goddess of the Fireflies,Catherine is a teenager going through adolescence just as her parents are getting a divorce. Her social life is no better as bullies and boys add to the pressure of growing up in the chaotic '90s.,[18],633742
362,Squeeze. The First Approach,"One fine rainy Sunday, Rita stopped lying to herself: she went outside, saw a strange bicycle, got on it and went to the nearest sports club, see what was there and how. It's time to lose weight. Going down into the hitherto unknown dungeon, Rita found herself in a strange world with its rules and heroes. What happened to Margarita there, underground, and was she able to get out into the sunlit world?",[],878603
363,Executive Order,"In a dystopian future, the Brazilian government decrees a measure that forces black citizens to migrate to Africa in an attempt to return to their origins. Seeing themselves in the center of terror, two cousins take refuge in an apartment, where they debate social and racial issues, and share the same yearning for the change of country.",[18],614282
364,Lontano,"Ibrahim is an African immigrant in Italy. Working as an delivery man during the Covid-19 pandemic, he struggles to make a living. Far away from his family, Ibrahim tries to make more money from the drug trade to afford the return journey to his country, but everything goes wrong.",[],891145
365,Serkar,"This archer has often fought to stay alive, but never before did he fight to save his daughter's life against something evil.",[],878307
366,Bheemante Vazhi,,"[35, 18]",860776
367,Drifting,"Just out of jail, Fai finds a spot on a street corner where other homeless people welcome him. But he doesn’t get much time to settle in. The police soon chase them away, and their possessions disappear into a garbage truck. Young social worker Ms Ho thinks it’s time to fight this in court. In the meantime, Fai and his friends have other concerns.",[18],740467
368,Astronaut,"A woman feels that she is losing the meaning of life, she is unable to feel anything. The magical power of the moonlight begins to attract her.. She falls in love with it and makes a serious decision.",[],891078
369,Light Fingers,"It’s moving day. Sahar and Omar are new in town. When Sahar runs down to the local supermarket to grab some first-night essentials, the owner of the store leaves her in an uncomfortable situation. She returns to the apartment where her and Omar’s stagnant relationship leaves them speechless. Later, when Omar visits an old friend, we slowly unravel what undying love entails and how it can be threatened by routine and monotony.",[18],886835
370,I Never Cry,"Ola sets off to Ireland to bring her father's body back to Poland after he dies in a building site accident. But never mind her dad, Ola wants to know if he had saved money for the car he had promised her. Dealing with foreign bureaucracy in her own streetwise way, Ola will get to know her father.",[18],736225
371,Adieu Monsieur Haffmann,"Paris 1942. François Mercier is an ordinary man who only aspires to start a family with the woman he loves, Blanche. He is also the employee of a talented jeweler, Mr. Haffmann. But faced with the German occupation, the two men will have no other choice but to conclude an agreement whose consequences, over the months, will upset the fate of our three characters.","[18, 36]",670243
372,Near and Dear,"An enormous Steinway & Sons piano dominates a cramped and untidy apartment in Buenos Aires, belonging to the 91-year-old twin sisters Isabel and Amelia Cavallini. Once they formed a celebrated piano duo with a blossoming career in the United States. Just as the instrument is actually a little too big for their modest residence, the sisters’ personalities no longer seem to fit their now fragile bodies. In this final part of her trilogy on old age and art (preceded by Las cinéphilas and Le temps perdu), María Alvarez follows these elderly ladies as they shuffle along the path of their memories, which surround them in every corner of their house.",[99],812493
373,Raffaello alle Scuderie del Quirinale,,[99],871434
374,Rooms,"An elderly couple, Monika and Werner, lives in an apartment in Munich. One day they get a notice of termination due to the intended occupation by owner. The new landlord, a young mother, wants to move into the premises with her family.",[],891092
375,Go Away Mr. Unknown,"Phakgad , a dreamy girl who encounters monsoons in her life that makes her quit her job abruptly, her boyfriend betrayed her, and worse, finds herself suffering from lymphoma.","[18, 35]",889607
376,Casting Nelly,,[99],891323
377,Libertad,"The Vidal family is spending a summer on Catalonia’s gorgeous Costa Brava with their Alzheimer-affected grandmother Ángela. Overprotected and shy, 14 year-old Nora goes through a difficult time after her parents’ separation, but what looked like another tedious, sad summer for Nora, turns into a dangerous coming of age experience with the arrival of Libertad, the wild 15-year daughter of Ángela’s Colombian caretaker.",[18],655181
378,Jango,,[878],866370
379,Choose Your Own Father,"""Choose Your Own Father"" is derived from extensive archival research into John Latham's early history in Zambia, employing personal histories of Latham's father and interweaving these with those of the filmmaker's own.",[99],887908
380,Cinta Bete,"When Bete Kaebauk, who lives in Atambua, NTT, started getting her period, she was “introduced” by her own father, Fritz Manek, that she was ready for a marriage proposal. Emilio was the first man Bete fell in love with. They both like it. But Emilio wanted to be a priest. Alfredo's presence for a moment made him happy. Despite having different social classes and Alfredo being unable to pay the dowry for his marriage, Bete decides to elope with Alfredo. Bete's life is not as beautiful as he imagined. He gets violent treatment from Alfredo. Bete forced to return home pregnant. On the way, the baby died in her womb. He rages like a madman and keeps him locked up in his house. Emilio who has become a brother returns to his village and tries to treat Bete as one of his congregation. He put Bete in the rectory, and took care of her. Alfredo did not accept it and together with several residents went to the rectory.",[18],869851
